content,sentiment,score
还好最后小静得救了，不然我真的想飞起给编剧一脚。,negative,0.8792295455932617
拍拍所有下坠中的人们和自己，会过去的，都过去了。,positive,0.9981383085250854
看到真的有那条蛇，我就知道一切都开始好起来了。,positive,0.9999614953994751
瀑布应该是疫情题材环境下最好的影片了,positive,0.9996315240859985
其实这个故事不需要疫情，后半段说的那些才是它要打动你的东西。这里的瀑布就是阳光普照里的阳光，你不知道哪个瞬间突然就明白了。,positive,0.9999489784240723
幸好还有台北的电影,positive,0.9999450445175171
Don't sweat it，直译是别出汗，意译是别担心。就平静地慢慢熬吧，熬过隔离，熬过崩溃，熬过经济下行和消费降级，熬过烈火炙烤与洪水侵袭，房子可以随时换掉，心里的那条蛇却要学会与其永久共存。/整体观感与《阳光普照》差不多，每当觉得太散了接近电视剧了又会马上靠神叨细节和细腻表演保持注意力。,positive,0.9999619722366333
瀑布是绝妙的隐喻。喻时局，疫情突袭，人自无力抵抗，家道中落，举步维艰；喻母女，叛逆与捆绑，不安的潜流，互相折磨又彼此需要的亲密关系：喻疾病，表面的平静，心魔的跌宕；喻命运，巨大神秘力量，苍天在上，苍生在下，肉体生命如浮尘，随时会在平静中遭遇洪水的突袭。,negative,0.9058000445365906
"小静，你可不可以答应我一件事
不要再问我，你还好吗？
我会想办法好起来
好好地跟你一起过下去

还好最后小静没有事
Ps，那个保姆阿姨，那个房产中介经理，还有卖场的主任，谢谢你们！",positive,0.9958822727203369
3.5  钟孟宏从基氏的《蓝》《红》偷了不少招，我们这个世界的一步步坠落被刻画出来了。不过，他对自己可能有的误解是，他认为《瀑布》与《阳光普照》完全不同，但世上完全不同的两部电影，某种程度上才是一模一样的...「伤害、秘密与爱互相命名」的父子关系替换成了母女，社会现实的残损不堪再次化作家庭与个人的精神病灶。而且相比之下，这种“五步一反转、十步一点题”的剧作法，以及各种“看似言他物、实则一直点题”的支线写法，在《阳》里还能被繁复的叙事层次所遮掩一部分，但在本片这种简洁的二人对照关系与简单事件下，反而更加凸显其问题。当然，即便存在一大堆问题，《瀑布》还是较为准确地抓到了时代的病脉，贾静雯与王净的表演也塑造出了“流动”式的人物关系，仅只此就已经比绝大多数市面上的华语新片要强了。,positive,0.8523967862129211
几乎是华语到目前最有代表性的疫情电影，又与中产家庭的疏离关系联系起来，既是特殊性又是普遍性，很能让人产生共鸣。日常的恐怖化，加上大量缓慢推拉镜头和特殊的构图，应该偷师不少黑泽清。不过仍然是很差的杨德昌模仿者，虽有文学性，但对话时而过于矫情做作；剧作算圆但太简单，不再有杨那样复杂和精密叙事的野心，也就少了对台湾当代社会鞭辟入里的理解。至于最后洪水的来临，与其说是一个有某种必然性的突发新闻，不如说是一个编排潦草、为瀑布而瀑布的可笑事件。,positive,0.9944884777069092
让我想起《观音山》。对人类来说，重建比面对失序更困难，需要缝合，需要舍弃，需要从头再来。真正的悲剧始于大楼摘下蓝色“口罩”之后，经过创伤，重新走进阳光里，安详又死寂，我们都回不去了，即使那是一条末路，也被修改了轨道，进入另一个平行宇宙。,positive,0.9999274015426636
"放在钟孟宏电影序列里不算出色，但当成一部疫情电影看，相当别致。
它很好地抓住了人的精神状态——疫情之下人际关系的冷漠，人的受困和游离，以及最后仍然需要依靠人与人间的温暖才能获得的拯救。
口罩、大楼的帷帐、瀑布，刚好构成了一组由“蓝色”串联的，并覆盖身体、环境和精神的困境，最终，这组蓝色符号的逐一去除，则连接起女主角疗愈的全过程。
至于略显“神棍”及突兀的结尾，我反而挺喜欢。当“瀑布”飞流而下时，那是病因得以确诊的时刻，同时也是治愈的时刻。女儿从湍急的河流里被救出，母亲也从瀑布笼罩的暗处被释放。",positive,0.9999046325683594
看完后，陷入一种哀沉的心绪之中。全片是一个拯救的过程，母亲在精神世界里“溺水”了，女儿跳下去费心费力地拯救她，好不容易把她托出了水面，女儿自己却真的溺水了，可以想象得到母亲最后彻底坠入黑洞中。贾静雯真不错，很有质感的表演。饰演女儿的王净有一段我以为是徐娇。,positive,0.9998311996459961
先看的《美国女孩》，觉得很好呀，再看《瀑布》，才明白角逐金马奖为什么《瀑布》能更胜一筹。印象最深的一句台词是精神科医生告诫小静的那句“不要再否定你妈妈了”，这几乎也是对贾静雯为什么会得病的官方注释。先是丈夫背叛，然后女儿叛逆，最后工作濒危，爱情、亲情、职场，人生最重要的几段关系几乎全部毁灭。好在导演给了我们希望和出口，只是讽刺的是，自从贾静雯病后，他们遇见的每一个人几乎全都是好人。真实的世界是这样的吗？,positive,0.8153657913208008
衣冠楚楚的现代精神病人脑里，有一挂瀑布，日夜不停地制造着白噪音。,negative,0.999855637550354
瀑布的激水是母亲主观情绪的宣泄,negative,0.9996826648712158
对峙、脆弱之下需要的倚靠、盼望的理解、魔怔与控制，亲情关系的百般滋味尽收其中。在这特殊时刻，拷问它是否也如世间其它人际关系接近崩裂。有那种像《利器》、《恶行》带来的如芒在背，也不乏刘冠廷的彩蛋所带来的会心一笑（：以及，事业批贾静雯真的太迷人了。想说它是疫情命题之下最细腻温柔的电影，但依然需要时间和观点来检验（这里指的是…（恶趣味）部分）。,positive,0.9964422583580017
其实是很压抑的故事但导演还是给出了最大善意的安排，被欠薪还来帮助母女的帮佣、关键时刻突入天降帮她们挽回了巨大经济损失的中介经理、突然到来的爱情、最后的侥幸事故幸存，现实中但凡有其中一点都堪称幸运了......片中最触动我的其实是小静对母亲无条件的支持，小超市里母亲突然对老伯的发飙还有后来公寓抓蛇这两个地方，她都选择了坚定站在母亲这边，没有任何的犹豫，她没有因为母亲是病人而忽视她的感受和判断，而现实里很多的病属往往都做不到这点。还有就是最后她跟父亲的对话，直接表达出自己的想法和愤怒，远远比压抑在心里强。小静会成长为内心足够强大的成年人，就像《狗十三》里的李玩，熬过艰难的日子后，阳光普照。,positive,0.9999085664749146
真的有蛇，真的是瀑布。人生很长，和真正相爱的人度过就很值得。,positive,0.9999078512191772
"原来那个聒噪的房产经理人是个称职的人。
原来超市经理不会因为真相而辞退她。
原来真的有蛇。
贾静雯的演技很好。
魏如萱还是魏如萱。
关于女儿死没死，反正编剧和导演是管不着了，一部作品出来就和他们没啥关系，评判全在观众。你觉得死了就是死了，妈妈看到的是幻象。你觉得活了就活了，妈妈看到的是女儿。
远远的瀑布是风景，但是没有人可以站在它下面活下去。
每个人都有不堪的过去，并且不知道未来会是什么样，不如珍惜现在。",positive,0.9997108578681946
对“为什么是我？”最好的回答是“我们一起好好把日子过下去”,positive,0.9999263286590576
#TIFF21，我还蛮喜欢这部的，钟孟宏第一次拍纯女性题材，也第一次摄影师用自己真名钟孟宏而没有用中岛长雄的作品。很多《阳光普照》里的男演员客串，挺有意思。而这是一部和他以往风格非常不一样的女性题材作品，母女之间的情感处理非常细腻，两小时一点都不长，结局还有点感动。,positive,0.9999816417694092
很神奇泪点被触发居然是泄洪那一刻水流冲下，而妈妈在家开火炖汤的画面。前后情感有起有落但没有哪一个瞬间能达到如此充沛的高度。与别的东亚母女关系相比，这部显得尤其温柔。瀑布重逾千钧，可是和解以后便化为了潺潺溪流，是一种水融万物的复苏与疗愈。,positive,0.9999572038650513
学到了很多。很喜欢的两个情节是女儿质问的那句：为什么我要承受你们大人的那些事？以及妈妈说的那句：不要再问我你还好吗，我会慢慢好起来，然后好好地和你生活下去。最喜欢的一个情节是抓蛇那段，要始终相信，要相信，相信才能治愈。抓蛇这段太妙了。还有卫兵在门口那段，女儿的做法，也是我要学习的。有些时候道理和事实很重要，还有些时候相信和支持很重要。女儿帮妈妈回怼那个撒泼的超市客人，帮妈妈回怼那个埋怨人的物业，这两块也很喜欢。要始终和家人站在一起，让对方感到温暖，这是我要学习的地方。我太冷漠了，但该做到的我想做到，不想让爱我的人感觉到冷。不要否定，要相信要支持，才能治愈。思觉失调是可控的，家人能做的就是理解，相信。学习到了。以及抓蛇打119哈哈哈哈。感谢这部电影。,positive,0.9999610185623169
最近的确流了太多眼泪了，谢谢钟孟宏，谢谢电影。我也相信阳光会再照进来，糟糕的抑郁会过去，然后不时会再下起雨。晴晴雨雨的，人生就是这么一回事。,positive,0.9999798536300659
非常惊艳的一部关于疫情时代的电影，贾静雯值得最佳女主角。瀑布，英语是The falls，从高处跌落，但是最终会进入溪流，平静地流向未知的远方。里面也多次出现了黑泽明《电车狂》的海报，跟这部电影一样，时序轮回，普罗大众每一天都活在无奈之中，也正因为自己的存在，思考的人也因为思考招致了无数的烦恼。思觉失调，想要静一静，都是对这个社会的抗争。色调特别有趣，家和疗养院都以蓝色为主，像关着叶帘的冷库，但是当保洁阿姨和病友出现的时候，都会照进一缕暖光。口罩也是蓝色，蓝色能够隔断距离，却永远也隔不断母女间的爱。电视的意象也值得研究。从疫情爆发的新闻，到解封后城市复苏的消息，再到从电视机后面捉出来一条蛇，以及最后大坝泄洪导致溺水事故的报道，家庭关系的每一个阶段都被电视划分得刚刚好。那下一次，又会报道什么呢。,positive,0.9999802112579346
"如果看商业片人就会复健的话，那不是神经病就是白痴了。
不过看那种片子也有好处，多吃爆米花人就不会想那么多了。",negative,0.9999362230300903
新冠很可怕，而远比新冠更可怕的日常数不胜数。特别是在同质的世界下，种种相似相通。最害怕的是，无力。,positive,0.8063521385192871
一开始看到家里挂的海报和照片的时候，以为这片是要讲那种故事…20多分钟后才发现完全不是（原来那些都是前夫的品味😂😂😂），完全是超出我意料的展开🤭（一个0认知入场的观众）但明白故事的瞬间觉得瀑布这标题取得太好了！到抓蛇那里都很舒服（抓蛇那段可太懂了），但最后两part泄洪的方式就有点过于意料之中…可以，但觉得没必要。想说这片贾静雯得杀疯吧…一看果然影后,positive,0.9987439513206482
牛奶有叶帘帮助隔绝温度，高楼有蓝布帮助隔绝坠落，嘴巴有口罩帮助隔绝病毒，可是什么能帮我们隔绝孤独？,negative,0.9995891451835632
有没有可能小静已经死了，全片看似正叙实则不留痕迹的倒叙，结尾的洪水解释为什么品文能听见瀑布的声音。,negative,0.9999603033065796
三星半。匠气不假，但仍是对疫情的有效叙事。剧情在以重重不确定玩弄观众，但毕竟总不会比疫情下现实的不确定玩得过火。心理惊悚成为近年电影不约而同选择的一种题材，并非偶然。公寓楼防水拉皮蒙上的蓝色帆布、疫情之下我们始终无法卸下的口罩和生活洪流冲击下内心的瀑声两两构成互指的精巧隐喻，又与故事中的大小细节层层镶嵌。德加的《赛前训练》，夕阳之下，数骑并辔，右侧只有一名蓝衣骑手反向独行，也是一个概括人与人间彼此封闭境况的准确的内心意象。陈以文那句“主动点，不吃亏”是勺对我有效的鸡汤。,positive,0.9991369843482971
7.5分，结尾突如倾泻的洪水意象化为“瀑布”的意图过于粗暴了，给人以一种为了点题而点题的感觉，完全不符合本片静水流深的气质呀。所幸也只是片尾一个槽点而已，倘若是BE结局的话，我都能给这片打零分了。毕竟快要结束时的治愈气氛都快要溢出屏幕了，小静跟同学溪边的嬉戏，罗品文坐动车时照进来的一抹阳光，这场景多治愈呀。言归正传，本片的背景设定在疫情期间与及关注到成年人的内心世界，就这两点就足够用心。成年人也是会受伤的，伤口的裂缝可能会被一块很大很大的蓝布暂时遮挡住，但蓝布总会有被掀开的一天。没关系的，只要我们去面对它，不那么勇敢也没关系的，请你一定要记住，万物皆有裂缝，那是阳光照进来的地方。,negative,0.9602816700935364
开篇就疫情降薪，太像我的经历了以至于全程带入贾静雯的角色，经常的幻觉，精神失常等等。比《阳光普照》更喜欢而且没有了前作的拖沓，恐怖片的拍法拍了女主幻想的疫情片段非常棒，只是有一点不喜欢结尾，把情感推到了最高处然后再给观众当头一棒，然后再来其实告诉你并不是这样，有点讨厌，可以说是导演抖机灵，也可以说是为了在结尾加重一些情感表达，但是失败了。,positive,0.999915361404419
很喜欢贾静雯的演绎。,negative,0.5319680571556091
之前看了很多差评差点错过这部，整个节奏和氛围非常打动我。瀑布是因地势/阶层/心理状态之断裂而产生的高低差，但同时也是水流宣泄而下直至回归流动的平静——钟孟宏用蓝色滤镜做到了。,positive,0.9999271631240845
恕我肤浅，这是我看过第一部以新冠疫情为背景，但不是主旋律的华语题材电影。,positive,0.5628504753112793
气质非常独特的“当代电影”，从内到外散发着一种疏离感，有时候我们的伤感无法自圆其说，但那种孤独却是真真切切地存在。不过还是局部大过整体，有很多难忘的段落和台词。李李仁现在是渣男专业户吗？,positive,0.999968409538269
喜欢瀑布这个意象，且好喜欢电影里有人唱了蔡琴的歌：“也许雨一停我就能再见到你，也许雨该一直下不停。”,positive,0.9999150037765503
“不要再问我‘你还好吗’，我会想办法好起来的。”整部电影都在疗愈人的情感，像是给这个乱象的世界留下一丝劫后余生的希望，会过去的，都会过去的。,negative,0.7890512943267822
钟孟宏的电影有种小说感，一些对白，如牛排店的对话；一些镜头，如夏日的空境；一些转折，如真实的抓蛇。既戏剧又诗意。即使相同的剧情，这边的电影也不容易营造这样的镜头效果，那边的配乐和气候经过几十年来的积淀已经被人为地赋予某些意义。,negative,0.6222251653671265
陈以文一句“你考过驾照没有”笑死了，秒回《阳光普照》。第一次见魏如萱演戏，王净这个演员挺喜欢的，后半段表现得很好。虽然有点诡异，但是这个蓝色从情绪上很搭，有种感觉导演在向《蓝白红三部曲》致敬，结尾像红的结尾。会更喜欢后半段，整体的情节有点散，之前就看钟孟宏的《一路顺风》的时候就有感觉他是拿一段段拼出来的，这部也有点这种感觉。,positive,0.9999817609786987
钟孟宏最佳，比《阳光普照》好一截。,negative,0.9770665764808655
世事如潮水涨落，而唯有瀑布的轰鸣长留于心。都是拍疫情，对岸聚焦的是人心中的苦难，而我们只在乎声势。,positive,0.9990957975387573
比《阳光普照》弱一点点点，新冠时期的精神病+八点档单亲母女关系肥皂剧，钟孟宏一如既往写意就灵，写实就懵，实在挤不出金句后也只剩明星走秀撑场子。房屋中介那场戏格外牛逼，务必写进视听语言教科书,negative,0.9999507665634155
把握时代命脉之作,positive,0.9999661445617676
没有太多预期，却被深深治愈了。所以，于我而言，已经没什么电影评价之类的探讨，就是被治愈了。有点点思觉失调，所以能懂贾静雯，外界是阳光普照，但她的内心是蓄满的生活洪水，沉甸甸的，蒙上蓝色的塑料布，假装一切都好。直到这沉甸甸压到她心理变形。所幸女儿的陪伴，有卫兵就赶跑，有蛇就叫消防队，想要爸爸回来就打电话，“不要否定她，要理解她”，在日复一日的日常陪伴和理解里，母亲的洪水终于泄成瀑布，但是也卷走了女儿往溪流冲。女儿和爸爸的对话，凭什么要我来承担你们的婚姻，泪目，太懂了。钟孟宏导演的电影在人文情怀上的观察非常细腻，女性，父亲，母亲，女儿，儿子，抑郁症，思觉失调，总能窥探到这些躲藏在角落里的阴冷，他捧出来，安安静静讲故事，然后再用温暖的双手温热它们。所以，我才能这么被治愈到吧。,positive,0.9999815225601196
在新冠疫情之下单亲家庭的悲欢生活剪影，中产阶级的蜗牛壳并不比外卖盒硬多少，命途多舛人生难测，故事背景可谓与时俱进（结尾安排的突发事件亦是采用发生在去年的真实案件）。影片的演职人员团队几乎都是从《大佛普拉斯》、《阳光普照》、《同学麦娜丝》一直延续的班底，一群戏精本精你方唱罢我登场；无论是叙事还是表演，力求稳妥贴切、不刻意煽情、不用力过猛，比起人均几个凡尔赛的精致妆容正能量自信片要踏实许多。人家戴上口罩、只露双眼、全程素颜一样可以飙演技。“每个人都有难堪的过去，只是大小不同而已。而且，未来会怎样，也没有人知道。”“瀑布”是曾经的生活的崩塌、是深藏的执念的席卷、是破而后立的晓喻新生。“不要再问我你还好吗，我会想办法好起来。”栉风沐雨，玉汝于成，否极泰来，未来可期。主题曲陈珊妮《抉择》大赞。,positive,0.8766544461250305
比預期好。攝影、音樂都不錯，對白和意象有些匠氣。母女關係、母親的病情以及家庭的經濟狀況都像瀑布一樣墜落，而且和緩的時候都讓人不敢確定還會不會下降。母親受到的部分壓力被轉移到女兒身上，倒沒看出母親有哪些成長（去賣場工作、有了潛在的婚姻對象就回歸“正常”了嘛？）。魏如萱的演技成功地讓我懷疑她的角色出院後病到底好沒好……鍾孟宏的作品中，常會出現不可知的突然死亡，女兒結尾時平靜地被洪水衝走大概就是這一主題的重現——母親眼中女兒的獲救是幻想還是真實就是一個開放性問題了。2021.11.25，光點華山。,positive,0.9998403787612915
直到曝出像瀑布声音一样的耳鸣或者幻听，一直以为是潜水钟与蝴蝶片尾那种一泻千里式奔腾静谧的瀑布，不露声色地征兆人生跌落溃散的无常和瞬变，到最后女儿也经历了一次被大水漫灌水流声震耳欲聋后的脱身，才知道瀑布是一种被水冲刷淹没几乎无法呼吸的挣扎状态，像被蓝布捆绑的房子，被前夫抛弃的心理创伤加之疫情降薪裁员以及女儿的叛逆不理解终于像无形但无比沉重的水将人击溃。片子细节满满，增加了不少质感，家中色彩缤纷的黑泽明电车狂海报和病院中褪为忧郁蓝色的德加赛马图相互映衬，车窗倒映的树影流变像身处水中，贾静雯演技精湛强势柔弱神采恍惚都很自然，连创伤后遗症唤起恐惧时的手颤都呈现出来了。,positive,0.9715798497200012
"整部电影把母女关系包装成鬼片，甩开温吞烂俗和千篇一律是风格化的高招，但更妙地是这种阴森诡异的气质不仅仅靠着色调、空间的外部设计，而是用贾静雯和王净的表演来成全。这对母女的选角非常成功，两个人确实有相似的气质。板起脸的时候都传递着非常冷的气场，又似藏着后劲的发狠。每一场彼此相对而视的对峙感都非常强烈，不寒而栗。
这大概是我目前看过的涉及疫情背景的作品里面最好的一部。新冠肺炎的阴云笼罩在城市的上空，生活着的人们是万千种模样。钟孟宏选择的是对「活着」的焦虑的复刻甚至放大。而这不仅仅伴随着疫情突如其来，更多的还有长久以来的郁结。这份「时序性」的表达更为难能可贵，瀑布不绝于耳，洪水一泻千里。每个人多多少少都有问题，那就不要问好不好，愿我们都在想办法好起来的路上。",negative,0.7163363695144653
一个小时之后才算渐入佳境。这次的主题不算多深刻 ，浅显易懂，一众熟面孔演员的客串，有当年贺岁片那味儿了；还有那些幽默的片段，有点构建钟孟宏电影宇宙的意思。少了林生祥，但有魏如萱和陈珊妮，差可告慰。,positive,0.9998261332511902
"从《阳光普照》里的儿子变成女儿。不管是老式还是现代的公寓，同一个屋檐下的亲人也不能互相理解。
贾静雯生病初期让我想到自己的妈妈。我也曾度过片中女儿那样的日子。",negative,0.9946593642234802
❤️蛇出来那一下，如果是我，我可能没法做到信任，妹妹太了不起了,positive,0.9970757961273193
我还蛮吃钟孟宏这套的，细腻温柔丝丝入扣。以及这种级别的视听才是电影啊，很多电影真的只是长视频。,positive,0.9996026158332825
影片的影像風格、電影配樂和演員的表演都尤其溫潤和自然，極重掌握分寸，且重“收”更勝於“放”。看多了情節狗血、演技浮誇、臺詞不說人話、對白咋咋呼呼的大陸家庭片，鍾孟宏的電影或有洗眼睛（和耳朵）之功效。母親耳中幻聽的瀑布得到平息，和女兒從洪災中倖存相同構，是出色的電影語法。疫情在本片中被自然地處理為故事背景的重要部分，以及部分場景的靈感來源（如公寓樓為藍色帆布所包裹而遮蔽了陽光，即是口罩的象征物）。這場公共衛生事件業已持續兩年多，尤其是在大陸，更是長期嚴重影響人們日常生活、心理和情感狀態的社會生活中的最重要因素。遺憾的是時至今日，大陸關於此事件的敘事權力仍為官方口徑和主旋律話語所壟斷，儘管官方在明面上對我國的防控政策和效果言之鑿鑿、充滿信心。2022年7月16日夜於“禮崗影院”。,positive,0.9999103546142578
8/10。疫情之下母亲和女儿轮流成为病人，女儿被隔离的是身体，母亲被隔离的却是精神，在母女争吵的场景中，灯下的女儿和暗处的母亲形成强烈对比，母亲不像女儿可以释放本我的压抑，她想逃避自己的阴暗面却同样需要阴影来隐藏自己，作为母亲思觉失调症来源的瀑布声幻听，既是母亲精神失衡的危险之源，也是象征着母女关系的重新流动，从这个意义上说，母亲为何发疯时在没雨的天淋湿自己、呼喊着寻女，在被辞后如僵尸般照常上班，解释是她以偏执的方式释放阴影，而顺着防水布爬入家里的蛇，就是母亲无意识的危险行动的具象化，唯有撤去窗外的遮蔽物让一切暴露在阳光下，家庭才能成为精神的安全领地。讽刺的是女儿要通过精神病症状来重新理解母亲，最后的洪水却揭示家庭重组的脆弱性，母亲从电视上一张张模糊的面孔里寻找获救的女儿，又可能重坠幻觉的深渊。,negative,0.99968421459198
中年被丈夫出轨抛弃、失业、精神失常，瀑布（the fall）本身就是跌落的意思。看了这个电影，突然希望有个女儿，女孩子的情谊在人生瀑布中，给人救赎。,positive,0.9609114527702332
两年之后看这部电影 处处充满了魔幻 贾静雯的表演让这部电影多了点黑暗和惊悚的感觉 惊喜的是饰演女儿的王净表演也不落下风 疫情下的我们就像结尾处突然被水流冲走的女儿 有些人站起来获救了 有些人却永远沉在水底离开了这个世界,positive,0.9999700784683228
三星半。布局很小，全片就是母女两人，延展的关系交代也非常有限。借用疫情的现实，但是其实“隔离”的情感早就发生了。妈妈完全封闭了自己并且内化出器质性的疾病。女儿被迫成长也更加认清爸爸以及父母关系，父女亲情的鸿沟更深。结尾不确定结局让我开始怀疑灾难的真实性，也可能只是妈妈脑海里的一次幻觉。但是整体片子匠气重，有一种刻意的笨拙感。就如同贾静雯演绎的“思觉失调”，恰巧我有所了解，是药物控制下的木讷。,negative,0.9999594688415527
"轰轰烈烈的瀑布的美，是水的重力造就的；生活的美好，是肩头的重量成全的。
结尾两三分钟的大洪水，让一切都顺理成章地有了答案：日子仍将继续下去，而生活乍现了重生的希望。
大洪水的桥段，让人想到芥川奖作品《相食》的结尾。
整体而言，每个演员的表演都中规中矩，没有特别出彩的。",positive,0.9792150259017944
我们有妈妈，有女儿，有阿姨，有姐姐，有妹妹，有女医生，有女朋友，有女同学，我们会穿过瀑布，我们会在洪水中活下来。,positive,0.9988237023353577
结局部分就像那场泄洪突然冲下来 然后在平静中让人思考回味,positive,0.9983188509941101
钟孟宏真的有点东西，而且在这个注定悲伤的故事结局还能这样给人留下一抹温柔的亮色，他真的，我哭死……,negative,0.9995978474617004
挺好看的，娓娓道来，感人肺腑！,positive,0.9643939137458801
我想这是一部核心关于自我成长的故事，但是自我成长不仅离不开自我，更离不开周遭，可我们处理周遭和处理自我时总不免会迷失、不知所措和失去方向，然后生活也变得混乱和飘摇。具体的感想还需要整理。不得不说这是一部非常非常难拍的电影，然而表演、摄影等各个方面都呈现了很高的水准。尤其要说的是贾静雯很勇敢，这个角色真的很难演。剧情和表演在影片的最后一刻，电视画面和演员脸部特写切换中到达极致，表演整体可以说是“丝丝入扣”，给贾静雯一个大大的赞！总体来说，演员功力相较于角色的难度来说稍稍显弱，但是他们很努力，所以有了意外惊人的效果。我们没有人可以老练的面对生活的一切，演员、角色与观者一同在成长。觉得瀑布在各个方面似乎都会阳光普照更好，更真实、却又更明了。在这部电影里，人们似乎可以找到阳光普照里没有找到的答案。,positive,0.9992901086807251
钟孟宏有自己的质感，生活是the fall，倾泻而下，真相的色彩退却，在破碎中寻找希望。,positive,0.996640682220459
钟导雄厚的功力都在细节之处体现了出来，两大女主表演一个比一个棒！生命的本质都是在挫折中才找得到的。,positive,0.9999642372131348
#TIFF21#悬疑、家庭、喜剧多类型糅合，形成了一种波荡起伏的节奏，这也使得影片结构看起来有些割裂，但这种割裂也体现了生活的无常，影片的张力因此得以维持。影片代入新冠背景而又没有刻意强调，而是在这种语境下以细节体现它的在场，它对这个时代人们的改变，不要说什么后来他们都不戴口罩了，这种处理其实很巧妙地还原了我们如今面对新冠的态度。当然故事其实离开这个语境也无妨，但正视它，而不以功利的态度取舍他，其实是很重要的。扯远了，影片细节处理得相当细腻，这种琐碎中将生活的鸡毛蒜皮得到还原，但不宜讲出来了。,positive,0.9999663829803467
与《阳光普照》很多相通的地方，还是很好。但同样的对人生苦难的咀嚼，心境已大不同，疫情背景的加入也让人有更多的代入感。将凡俗的生活拍出不凡的质感，摄人心魄，后劲十足。贾静雯真好，洗尽铅华，自始至终引而不发，仍能感受到其胸有丘壑。,positive,0.9999045133590698
