comment_id,create_time,ip_location,note_id,content,user_id,nickname,avatar,sub_comment_count,pictures,parent_comment_id,last_modify_ts,like_count
62ac05390000000021036851,1655440697000,,62ab2985000000002103b438,吓人吗,5aa689ab11be106adc6e4979,用户已注销,https://sns-avatar-qc.xhscdn.com/avatar/645b6985573b2ad2b5243b1d.jpg?imageView2/2/w/120/format/jpg,2,,0,1763393716085,13
62bc51d8000000000102844f,1656508888000,,62ab2985000000002103b438,特别恐怖吗😱😱,5e062e3a000000000100169a,讨厌梨子咪,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31bkbbrdj0e005ng65ot085kq6vdmpkg?imageView2/2/w/120/format/jpg,1,,0,1763393716089,0
62bb05930000000004003f0b,1656423827000,,62ab2985000000002103b438,好像文琪小姐姐也因为这部电影获奖了是吗[哇R],60cdc9ea000000000101fb66,了不起的大豆,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31cvintqe0u505o6dp7l0bur61m14gj0?imageView2/2/w/120/format/jpg,1,,0,1763393716092,4
62ab4a91000000001401aa12,1655392913000,,62ab2985000000002103b438,台湾剧哪里可以看,5c8ccfb7000000001001d9a2,小 太 阳 i,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31caku9id12005n4cpurk3md24m2t5hg?imageView2/2/w/120/format/jpg,1,,0,1763393716095,0
62af3227000000002003d8fa,1655648807000,,62ab2985000000002103b438,在哪里看,5b559c92b1da143be1a46890,Z.,https://sns-avatar-qc.xhscdn.com/avatar/602262eff811790001e91cfa.jpg?imageView2/2/w/120/format/jpg,3,,0,1763393716098,0
62f1de7d0000000014029fd7,1660018301000,,62ab2985000000002103b438,有鬼吗？,5e8dd7de00000000010068b2,小鱼欣欣,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3192b9o895a005nkdqvf08q5iu4k2of0?imageView2/2/w/120/format/jpg,1,,0,1763393716100,0
62ad3a0a0000000001024117,1655519754000,,62ab2985000000002103b438,我怎么记得是祖孙三代，不是两姐妹啊。,5776691e82ec392d1f763bd8,娜个谁,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo314pgb6320u0048h5fekhseuo9a86mc8?imageView2/2/w/120/format/jpg,1,,0,1763393716102,0
62e527ae000000000e032412,1659185070000,,62ab2985000000002103b438,血观音我心中的神！[赞R],5c83dc7a000000001602652c,狗狗蛋,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31ajsvf6emu605n43rht5kp9c9a2fnao?imageView2/2/w/120/format/jpg,0,,0,1763393716105,0
62b5a11e000000001401945c,1656070430000,,62ab2985000000002103b438,文琪吗,5af543cfe8ac2b55dbc4aa2b,小红薯5E0B0C6E,https://sns-avatar-qc.xhscdn.com/avatar/5af543cfe8ac2b55dbc4aa2b.jpg?imageView2/2/w/120/format/jpg,1,,0,1763393716107,2
62e0ecec000000001b0183b5,1658907884000,,62ab2985000000002103b438,长命百岁、万年富贵，是我送你最恶毒的祝愿,62d4c703000000000200119d,心专注寄宿考研机构咨询,https://sns-avatar-qc.xhscdn.com/avatar/62e22d4198501300014b9cce.jpg?imageView2/2/w/120/format/jpg,0,,0,1763393716109,0
62f25f440000000012025dad,1660051268000,,62ab2985000000002103b438,求血观音链接,59d8bd5fde5fb45337643377,sha～莎,https://sns-avatar-qc.xhscdn.com/avatar/645fbee8701f3a04c854a4c9.jpg?imageView2/2/w/120/format/jpg,0,,0,1763393720418,0
65d89a5f000000000d00d469,1708694111000,,62ab2985000000002103b438,这个真的[点赞R],5aa61a9c4eacab4b4f4d1644,.小劉同学,https://sns-avatar-qc.xhscdn.com/avatar/63fd6da90d4221e628ddc3b1.jpg?imageView2/2/w/120/format/jpg,0,,0,1763393720420,0
62e8055d000000001d03a119,1659372893000,,62ab2985000000002103b438,哪里可以看？,5c8e5099000000001101df54,🍃,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31djlf0n8gm005n4ea2ckbnqkkkaq16g?imageView2/2/w/120/format/jpg,0,,0,1763393720423,0
62e4c3ea0000000014020b39,1659159530000,,62ab2985000000002103b438,林一家是棠夫人s的吗 没看懂[笑哭R],5aab59b94eacab3b47b2e247,全智甜,https://sns-avatar-qc.xhscdn.com/avatar/6468580441bdee136e90b7dc.jpg?imageView2/2/w/120/format/jpg,0,,0,1763393720424,1
62f79438000000001900a581,1660392504000,,62ab2985000000002103b438,她怎么又来了[笑哭R],6276411b0000000021028174,霖にし,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31nb8se8tli5g5ojm84dod0bk8g8e9t8?imageView2/2/w/120/format/jpg,0,,0,1763393720427,0
62ed17a6000000001002a88a,1659705254000,,62ab2985000000002103b438,p4好像王小麦麦麦！[害羞R],5b0ab411e8ac2b2e2e080c9d,twilight,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31bisbl9ah66g4a5n0jq1234tke7jqc8?imageView2/2/w/120/format/jpg,0,,0,1763393720430,0
65869c24000000001602571b,1703320612000,,62ab2985000000002103b438,惠英红演的太好了，把一个老道圆滑，心狠手辣的政商掮客演的活灵活现,54e5beb3e779895d95956ef6,啊Q小姐,https://sns-avatar-qc.xhscdn.com/avatar/5d56b603e630fc00010fe34f.jpg?imageView2/2/w/120/format/jpg,0,,0,1763393720432,3
62d406fc000000000e02ba08,1658062588000,,62ab2985000000002103b438,哪里看 求资源,554065daa46e96138aaffe97,爱秋🍂,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo316vcisfmju0040hbseitlvkn7aen2c8?imageView2/2/w/120/format/jpg,0,,0,1763393720433,0
62dfd76d000000001e00af52,1658836845000,,62ab2985000000002103b438,在哪里能看[哭惹R],58f2cc746a6a692cc6103e80,龟龟🐢,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31imotmpn140049dcld678fk0b0kakfg?imageView2/2/w/120/format/jpg,0,,0,1763393720435,1
62e12d930000000014020a0f,1658924435000,,62ab2985000000002103b438,求求资源[哭惹R],5b7660166bd73800012d482d,会飞的生菜～,https://sns-avatar-qc.xhscdn.com/avatar/1000g2jo2r0285vkk406g4afggig1ci1du0qccvo?imageView2/2/w/120/format/jpg,0,,0,1763393720437,0
6644256900000000020000e2,1715742058000,,62ab2985000000002103b438,这个不吓人吧,5adb3a0911be104f783ba64f,樱雪曦子,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31oror4391od04a4n4nt0j9iftlm1md0?imageView2/2/w/120/format/jpg,0,,0,1763393724784,0
67287e92000000001b0248bf,1730707091000,,62ab2985000000002103b438,看了好几遍，近年为数不多的好国产电影,59d09c6944363b3abca2754f,只若初见,https://sns-avatar-qc.xhscdn.com/avatar/62866169f9fb6fa65b4880b6.jpg?imageView2/2/w/120/format/jpg,0,,0,1763393724787,0
62f3610c000000001002b4f0,1660117260000,,62ab2985000000002103b438,血观音,61fd45010000000010005548,Bi8bo,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30un8r3ihl6605oft8k0k0la8uj71jig?imageView2/2/w/120/format/jpg,0,,0,1763393724790,0
62bfbfa2000000000303d80c,1656733602000,,62ab2985000000002103b438,@Gone [惊恐R],5732c3cf5e87e7795fe768e9,凉拌折耳根c,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31n5ipomh6g6g48bnbf1suq792bfgf3o?imageView2/2/w/120/format/jpg,5,,0,1763393724792,0
62ca316b000000000b025f92,1657418091000,,62ab2985000000002103b438,@風之意難平,5eae1d4e0000000001002380,.,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30uu0ovinl4505nle3l7088s0jmuf12g?imageView2/2/w/120/format/jpg,4,,0,1763393724795,0
62b96133000000000e028002,1656316211000,,62ab2985000000002103b438,@sljhojkmmd,5e0b4eb30000000001005ac2,nini,https://sns-avatar-qc.xhscdn.com/avatar/66baf0c0abe1e6168f27d4bc.jpg?imageView2/2/w/120/format/jpg,3,,0,1763393724797,0
62ce409a000000000102bd57,1657684122000,,62ab2985000000002103b438,@蒙牛没我牛,60c60799000000000101d196,晗堡包,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31mjuqn47mm605o660ucgbkcm87bvnqg?imageView2/2/w/120/format/jpg,3,,0,1763393724799,0
62bc71be000000000a001a9d,1656517054000,,62ab2985000000002103b438,@Cat,5a8116e011be1037e712687a,战斗口香糖,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31ir6472qgs0g4a1dk5be0q3q6ob22ro?imageView2/2/w/120/format/jpg,1,,0,1763393724801,0
62b8f6a2000000000102d817,1656288930000,,62ab2985000000002103b438,@超人 @Jennie. @晚风,5eff1210000000000100406a,小葵sooya,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3199gmvhml8005nnv28808g3afcmpnj8?imageView2/2/w/120/format/jpg,1,,0,1763393724804,0
62ac074b0000000014018b3b,1655441227000,,62ab2985000000002103b438,@公主 去看,5ba6d9db5376e50001d9788b,李麦er,https://sns-avatar-qc.xhscdn.com/avatar/6126679c0cc778f527b6b2ad.jpg?imageView2/2/w/120/format/jpg,1,,0,1763393724806,0
62b45d7d0000000021034dc7,1655987581000,,62ab2985000000002103b438,@恩n~ 越来越多好剧出现了,5ea6292c000000000100868c,葵葵子的小李.✨,https://sns-avatar-qc.xhscdn.com/avatar/61602f9f3403e33874a7831c.jpg?imageView2/2/w/120/format/jpg,1,,0,1763393729118,0
62b59208000000000f008909,1656066568000,,62ab2985000000002103b438,@tenderbaby [色色R],5b18cea911be100a0bdbc0eb,L.,https://sns-avatar-qc.xhscdn.com/avatar/633b0a304f4ca840491dfaa3.jpg?imageView2/2/w/120/format/jpg,1,,0,1763393729120,0
62b400a0000000000f003a99,1655963808000,,62ab2985000000002103b438,@睡个好觉,5f2647e60000000001009649,玫瑰与猫,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31g0lm4n30e005np68vj095i9e19sj90?imageView2/2/w/120/format/jpg,1,,0,1763393729123,0
62ac40e6000000001e00e8c2,1655455974000,,62ab2985000000002103b438,感觉好好看@Swallow,5bbf64c86478c100010b0487,momo,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31nibsg6mmg004bdnpqicg147nhdcpm0?imageView2/2/w/120/format/jpg,2,,0,1763393729125,0
62b1d5a5000000001e020ce8,1655821733000,,62ab2985000000002103b438,@Rich_ 码住,5bb437cc44363b1b22cc9c9c,嗯嗯,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31osdtafehq004b98vhrsp74s4u4hptg?imageView2/2/w/120/format/jpg,1,,0,1763393729127,1
62c8094d000000000d01cc78,1657276749000,,62ab2985000000002103b438,@Xzzz @tiamol. [色色R],5cf90cdf0000000016026cc8,illly,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3140ubtufi6605n7p1jflkr68m0vl0i8?imageView2/2/w/120/format/jpg,1,,0,1763393729129,1
62ac228c000000000102e2b0,1655448204000,,62ab2985000000002103b438,@岳,5e8594a00000000001009e03,鵀,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31m86o1mo58605nk5iig097g3mj9pr40?imageView2/2/w/120/format/jpg,1,,0,1763393729131,0
62ae8a14000000000e02a1ec,1655605780000,,62ab2985000000002103b438,@k,5fa418d20000000001003e00,是我的海,https://sns-avatar-qc.xhscdn.com/avatar/62e4730b7f82d52a83bd967b.jpg?imageView2/2/w/120/format/jpg,2,,0,1763393729133,0
62b7dacd000000000f00768d,1656216269000,,62ab2985000000002103b438,@没有名字 这个我看过,5a56d76411be10061a5c4c77,蒜蓉小年糕,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo313aauq9u04004a0p86bm8j3nciju38g?imageView2/2/w/120/format/jpg,2,,0,1763393729135,0
62b6ae33000000000102e6e1,1656139315000,,62ab2985000000002103b438,@王一樹｜白柚设计 看,5b275aea11be102467a7babc,Yoi.,https://sns-avatar-qc.xhscdn.com/avatar/66a4711e80aaa0cc1915a91c.jpg?imageView2/2/w/120/format/jpg,2,,0,1763393729138,0
67aede4b000000001c00224c,1739513419000,,67a84ef400000000290330c3,评论不需要争论了，棠真不是神猪的孩子，而且和棠宁生下棠真的那个男人肯定不是权贵家庭，甚至有可能只是个普通人，而且那时候将军肯定还活着，不然没法遮掩（让一家三代变一家三口）棠夫人不可能在将军活着时候把棠宁出卖给权贵，联姻不好吗？[微笑R],6491063f000000001001ef92,破釜沉舟,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31fp1njbr7e105p4h0ovk3rsimecpq7o?imageView2/2/w/120/format/jpg,13,,0,1763393737435,495
67c1d088000000001601e3aa,1740755080000,,67a84ef400000000290330c3,为啥让自己的女儿死看不懂了,5a583d1511be105a88b9298e,Anna国际物流,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31isf8st4hce04a0pqjuhaacefh8uu00?imageView2/2/w/120/format/jpg,8,,0,1763393737437,0
67a8e69d0000000018032b00,1739122333000,,67a84ef400000000290330c3,這部片導演是男的,6290a6e40000000021027084,只想躺,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30q6f09v3n6005okgkri8cs44d038nco?imageView2/2/w/120/format/jpg,2,,0,1763393737441,6
67aaff010000000019003631,1739259649000,,67a84ef400000000290330c3,我记得有个对话是讲棠夫人把女儿送给神猪，呆了一个月，不是那个时候怀孕的吗？,609ce4690000000001001535,用户已注销,https://sns-avatar-qc.xhscdn.com/avatar/645b7efe1fc3de4c930effac.jpg?imageView2/2/w/120/format/jpg,3,,0,1763393737443,12
67a98229000000001601d611,1739162153000,,67a84ef400000000290330c3,说棠夫人是恶鬼，因为她使用的手段全是阴谋，玩一些人性游戏往上爬，甚至牺牲至亲，也没有为社会创造任何价值，这些事放男性身上也一样会挨骂,643adea1000000000e01d883,蓝色小雪花儿,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo311i95hasmm5g5p1qrqgjjm43nvb2tvg?imageView2/2/w/120/format/jpg,9,,0,1763393737445,52
67a8aa56000000001801fe2f,1739106902000,,67a84ef400000000290330c3,为什么一定要纠结棠真的生父是谁？这是女人的游戏，是棠夫人，县长夫人，林太太，王太太和议长特助的博弈，这只是成王败寇的故事，这和她爹是谁没关系。,64a3cf550000000011001c01,momo,https://sns-avatar-qc.xhscdn.com/avatar/1000g2jo2oelcom2jm0005p53ptak8701cfenca0?imageView2/2/w/120/format/jpg,1,,0,1763393737447,728
67a9710a000000001602f055,1739157771000,,67a84ef400000000290330c3,有无类似的剧推荐 血观音我看了三遍,5dbae4b80000000001006306,别烦,https://sns-avatar-qc.xhscdn.com/avatar/604eb918ff9808762a5873d1.jpg?imageView2/2/w/120/format/jpg,4,,0,1763393737450,10
67a8c2030000000019012a31,1739112963000,,67a84ef400000000290330c3,没错，棠宁她想摆脱原生家庭，不想听从父母安排的命运，在父母可能有意向给她择婿的时候，棠宁不知如何抗争，只能用毁坏自己完璧之身的方式来对抗，怎奈她自己毕竟是被宠坏的公主，所以不具备识人能力，这场对抗以失败告终。她未婚先孕，父母为了挽回颜面把棠真归在自己名下，外孙女变女儿。棠宁则因为这个过往既不能摆脱家族，也不能再像其他闺秀一样择高粱，加上可能这时候棠将军也突发疾病去世，棠夫人为了支撑家族地位，低下头，把棠宁往交际花的方向培养（夫人过去有可能也是风月出身，她对此心里负担不是很大，对利益的追求才是她的目的，女儿只能选择和她绑定，不允许有其他选择）而把真正的希望压在了棠真身上，更加细心培养棠真。,5e3103d20000000001001c12,山桃🍑子,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31mru752r5i005nhh0f90870i4ljqim8?imageView2/2/w/120/format/jpg,14,,0,1763393737452,846
67a8e03c00000000180311a0,1739120701000,,67a84ef400000000290330c3,有幸刷过未删减版[偷笑R][暗中观察R],5fe8ae1c000000000100328b,一因因一,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo318f8pt5a3u6g5nv8loe08ckbt29131o?imageView2/2/w/120/format/jpg,1,,0,1763393737455,3
68249986000000000900e8c7,1747229063000,,67a84ef400000000290330c3,这部电影真是看完了搞不明白棠夫人想要什么 这里应该岁数不小了吧 为了不能娶自己的一个男人牺牲自己女儿 [石化R] 说想要权利的最后最大赢家不是冯秘书吗 要说为钱 那么大岁数钱不够花吗 为了家族？[笑哭R],5a75c60e11be10357989bf49,电路分析,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo317gkikbg3k004a18g530tfq9fbi9vg0?imageView2/2/w/120/format/jpg,6,,0,1763393737456,5
67b2085d0000000019016ef7,1739720797000,,67a84ef400000000290330c3,不是啊 棠宁是她妈把她带去香港陪金主才未婚先孕的，一开始她妈就把她当棋子吧 她最惨,5bc02230f7e8b96cdc59bad2,lucky,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31fh9tij0mo004be04mh31emic6e61fo?imageView2/2/w/120/format/jpg,13,,0,1763393741789,74
67c015bc00000000160190a5,1740641724000,,67a84ef400000000290330c3,棠夫人有魅力不假，她拉着权贵炒地套现又背刺，灭门林家，甚至故意留一个半死不活的林翩翩给棠真练手，有母狮子的狠厉和手段，可毕竟棠真是人，棠真得了她的真传，背刺了棠宁自己的亲妈，亲手杀了林翩翩，棠夫人完全抹杀了她人性的部分，留下来的是利益机器，棠真开心吗？当然里面当然可以说全员恶人，没有谁是完全无辜的，不代表这就是对的，和男女有何关系。[doge],61c82fba000000001000eb94,湘北情圣,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30ntmq2c71e6g5oe85ut41qsk9el1gl8?imageView2/2/w/120/format/jpg,6,,0,1763393741793,73
67b3add60000000018037ae5,1739828694000,,67a84ef400000000290330c3,[doge]我最爱的影片之一 原片n刷 光是拉片解析加起来都看了几十个小时 这剧的细节和局中局以及逻辑和铺垫都是神中神 每个人的结局又和自己的性格与格局一致,5c0292a90000000005003397,momo,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31goe2us6ji6g4buo739aicsnrkquung?imageView2/2/w/120/format/jpg,2,,0,1763393741796,6
67aedf480000000019007c24,1739513672000,,67a84ef400000000290330c3,这个图可以用吗？发微博小红书啥的,61473b020000000002020d82,不二周助全世界最帅,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31jqs4njoj26g5oa77c10k3c25rvj740?imageView2/2/w/120/format/jpg,2,,0,1763393741799,0
67a9a9fc0000000019007080,1739172348000,,67a84ef400000000290330c3,不不不，棠宁爱她母亲，所以她一直为母亲拉拢男人，被她利用也无所谓，她最后崩溃的是：她母亲安排的这一局，她的牺牲不是最后的无奈，是一开始就注定的必然,5bb5f9a744363b520112afe9,清鑫,https://sns-avatar-qc.xhscdn.com/avatar/64111462791182156abe2bf3.jpg?imageView2/2/w/120/format/jpg,7,,0,1763393741800,88
67abfc25000000001c005d54,1739324453000,,67a84ef400000000290330c3,棠宁若是想通了看透了其实按着他妈想的那样安排也挺好的，什么亲情爱情友情比得上自己有权有钱啊，况且她也没有这3情，不如卖了换钱和权，现实里这种少吗,5a96d2944eacab38023cf83b,猪咪小小喵～,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30o5o5241i8704a2v97999u1rtmh383o?imageView2/2/w/120/format/jpg,1,,0,1763393741803,16
67a9bc69000000001c003d33,1739177065000,,67a84ef400000000290330c3,棠宁真的美,5754f2745e87e70899af4721,吧咘哔卟boom,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31ebrh182126048e8epp78hp1uamqpk0?imageView2/2/w/120/format/jpg,1,,0,1763393741805,6
67a99db20000000016006716,1739169203000,,67a84ef400000000290330c3,左边是谁啊 这手臂线条,5bb17a35aa1ebf00019ffcec,ㅤㅤ,https://sns-avatar-qc.xhscdn.com/avatar/1000g2jo2i7dj4iaio06g4b88c1t3bv7c4d711u0?imageView2/2/w/120/format/jpg,1,,0,1763393741808,0
67a96afc000000001601f8ef,1739156220000,,67a84ef400000000290330c3,虽然棠夫人有了权势可以捞人，但大概率只能说明棠宁还有剩余价值，棠宁背锅侠的定位是一颗定时炸弹，随时作为能牺牲掉的棋子，这次能捞出来下次呢，棠夫人也不可能一辈子掌握权势，棠宁很清楚，自己没有未来没有选择也没有爱，只能一辈子生活在黑暗中,6207a53f0000000002022c22,小红薯620857AF,https://sns-avatar-qc.xhscdn.com/avatar/6207a53f0000000002022c22.jpg?imageView2/2/w/120/format/jpg,1,,0,1763393741811,30
67a8b19b00000000190167dd,1739108763000,,67a84ef400000000290330c3,文淇是在脚趾抠地吗,5a82d6354eacab1c07fa3283,稼稼,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31m9pb1al6g004a1eogb3ack300oo7g8?imageView2/2/w/120/format/jpg,2,,0,1763393741812,137
67aa05b80000000016019686,1739195832000,,67a84ef400000000290330c3,不是因为那个，是神猪,5c8b7eb20000000016036f71,开心每一天,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31evlk65imo6g5n4bfqp5mrrhfdque10?imageView2/2/w/120/format/jpg,1,,0,1763393746365,7
67bfcc71000000001c00948e,1740622962000,,67a84ef400000000290330c3,唐宁最大的错误是用未婚先孕来反抗她妈企图给她联姻规划的路，伤害自己作践自己，所以感觉她们一家人都不正常。,574d63f382ec3941d73bc6b3,丁一,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31gjpjemhjc0048d81ehv7hljc317db0?imageView2/2/w/120/format/jpg,1,,0,1763393746368,13
67ae0e9b0000000019013aee,1739460251000,,67a84ef400000000290330c3,棠宁不是被棠夫人在香港送给神猪才怀孕的吗，什么时候反抗未婚先孕了[失望R]其实棠宁没什么生存能力，相对的她也没有那么多欲望，一直以来接受不了落差，想要权势的都是棠夫人。我不觉得她有权势后会把棠宁捞出来诶，除非她还需要棠宁去陪睡换取利益，可她应该想推棠真出去继承棠宁的工作了,57e1554f50c4b479c12e19dc,momo,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31ek62nnugu5g48n0miaku6es4nqn6v0?imageView2/2/w/120/format/jpg,1,,0,1763393746370,15
67cb941800000000150284ff,1741394969000,,67a84ef400000000290330c3,我觉得长大后的棠真也应该由文淇演,56ceba8984edcd368729de20,大囍,https://sns-avatar-qc.xhscdn.com/avatar/5e4746fa70c147000107a66d.jpg?imageView2/2/w/120/format/jpg,1,,0,1763393746372,2
67aadd91000000001c00e710,1739251090000,,67a84ef400000000290330c3,倒也不必捧的这么高，性转成男的也很恶心,6461eda50000000029017233,米米推书,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo312g7u350ho6g5p31tmiqashjlhi7gg8?imageView2/2/w/120/format/jpg,0,,0,1763393746375,9
67c933430000000017038d62,1741239108000,,67a84ef400000000290330c3,想想刘邦，逃命的时候老婆儿子直接踹下车，但是刘邦就是无毒不丈夫[斜眼R],5b436b9f4eacab18bfa72a61,要冷静,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo317ei7t7f46004a708jlpuaj1rsc2f9o?imageView2/2/w/120/format/jpg,0,,0,1763393746377,25
68abd3b6000000003002ba36,1756091318000,,67a84ef400000000290330c3,这个我觉得就是普通的商人权谋电影，冲着悬疑去看的，其实并没有很悬疑，它里面的解说人把剧情先说出来了就没有多少悬疑味道,64fabb0000000000060337ba,棉花云,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31miu8h74581g5p7qnc01mdtqva9rbrg?imageView2/2/w/120/format/jpg,2,,0,1763393746379,0
67b361fc00000000190133a7,1739809277000,,67a84ef400000000290330c3,这个电影能让评论区长篇大论的破防是人没想到的[汗颜R],6504bee90000000017021649,拉花又翻车了,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31c2cj9ffh0005p84nrkls5i92sj2gr8?imageView2/2/w/120/format/jpg,1,,0,1763393746381,2
67a959ee000000001802e818,1739151854000,,67a84ef400000000290330c3,把其他问题跟性别问题混为一谈了，棠夫人是恶鬼，不是因为她作为女性产生了欲望是恶鬼，而是因为她产生了极为自私贪婪可怕的恶欲所以是恶鬼，与她是否为女性无关，而你所说的手段残忍但功成名就的王侯将相们，无一不是对国家人民做出了重大贡献。,5b263d5be8ac2b42c0121fa6,感冒灵旋风,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30saa67e52s004a6ba0ulm7t64453hug?imageView2/2/w/120/format/jpg,0,,0,1763393746383,19
6830019c0000000007029f24,1747976604000,,67a84ef400000000290330c3,并没有人歌颂一日杀三子一类的事…丑恶换个性别不影响本质。,5e3770be0000000001009562,没名字,https://sns-avatar-qc.xhscdn.com/avatar/529594cd91bbf4c43608131bf9134bdc.jpg?imageView2/2/w/120/format/jpg,1,,0,1763393746384,13
