content,sentiment,score
喜欢这种没有说教味的女性电影，只是通过展示女孩崎岖却充满希望的成长之路，给每个类似处境的人以勇气。,positive,0.9999707937240601
那句你现在好不就完了，这句话一出来真的是直冲我天灵盖，舒淇导演还是太会拍了，父母那一辈就是这样的，漠视你的痛苦，觉得过去了就是不存在的了。,positive,0.9998534917831421
远超我预期的作品，我几乎可以理解这个电影里的一切，女人的凶狠懦弱，无法选择离开，顽抗冷语带来的暴力。小丽沉默，观察，与幻想，甚至此刻我回想都有流泪的冲动。她没有被“坏女孩”“黄毛”毁灭，她在沉默中看到了她的妈妈，所以那句“可不可以离婚”像一场大雨浇灭了要爆炸的火山。很敬佩舒淇导演，没有深切地观察，痛苦与回望以及倾泻的真诚，很难完成这么动人的首作，我对小丽和莉莉的未来充满期待，也希望每个女性在回望自己混沌的来时路后，能在刺眼的蓝天白云下多吃蛋白质！,positive,0.9999589920043945
给小演员加一星，值得注意的是，片中的性和暴力成分都避开了传统男凝视角。,negative,0.9999703168869019
有窥探的负担，看到最后却全然忘了只剩感动。作为导演的舒淇，汲取了人生的丰富经历，但借由冷静的创作，走向了开阔和自由。少女的恐惧与困惑是真切又轻盈的，她与成年困境的驳杂、沉重、无可奈何形成鲜明对照。曼波桥上母女最初的擦肩，和最后段落形成了曼妙的互文。少女小丽有一个大姨可以投奔，而妈妈又是在哪一刻被牢牢锁住吶？体感如此真挚地蔓延到了创作，女性之间的怨念和理解，其实始终笼罩在一个更强大的男性叙事里。回到电影载体本身，强大的班底保证了制作成熟，更难得作为舵手的导演，美学贯彻得非常统一，是那种突然觉得银幕可贵的电影。用半生奔跑，换来一个书写的空间，一笔一画仔仔细细，像是当年的女孩终于走出衣柜，有了可以自己布置的房间，眼热心疼。女孩，真棒；女孩，加油！,positive,0.9999618530273438
我没有办法不流泪，很多创伤是说不清的，很多关系是没办法和解的，舒淇给了自己一个机会，给了观众一个机会，看见在虚焦的童年记忆里，那个受伤淋雨的自己，女人没有姓名，因为女儿没有办法给妈妈一个名字，妈妈没办法回答女儿的提问，女儿也没办法释怀存在的过往，没有都过去了，就像看完《女孩》回家，我要看到那盏等我的灯熄灭再下车回家一样，依然过不去，但依然还是要回家。,positive,0.9998937845230103
完全超出预期。,positive,0.9998262524604797
#Venezia-22 基于自身成长的伤痛经历，新人导演舒淇的首作聚焦于一个女孩coming-of-age的故事。设定于中国台湾80年代的时代背景之下，家庭内部和社会外部都没有给予女主角小丽足够的关爱和体恤，但是她依然试图通过女孩之间的情谊找寻自己的希望和救赎。母亲不幸的少女经历，也以一种不幸的方式传递给了女儿，初次触电的9m88和新人女演员白小樱贡献了触动人心的母女表演。影片诚然存在新人导演的不完美，然而在导演侯孝贤的鼓励下，舒淇成功以表演之外的方式表达了自我，多加一星，值得鼓励。,positive,0.9999161958694458
我已经很多年没看到去表演化这么成功的华语片了，而处理最出色是妹妹和爸爸的戏份。即便处于同一个充满紧张氛围的家庭，总有一个被偏爱的对象，那个人是不会对施暴者有真正的生理性恐惧。在妹妹和爸爸独处时那段剧情，是近五年我看过的最贴近现实自然流畅的表演，而这种贴近来自于“真实”。我认为所有电影的基础都来自于剧作上的真实性，这几年各位大导们奉献的“大片”问题根源在于凭空臆想出来的剧情人物和虚假的感情。舒淇不惜把她青少年切身经历过的种种感情分享出来，从而使作品获得了宝贵的真实性。剪辑、镜头语言、叙事节奏都可以随着时间提升，唯有贯穿故事的人物情感是无法通过技巧达成。母亲也曾经是女孩，彼此拥抱又彼此疏离，我想用心活过的观众都可以接受到导演想要传递的情感。,positive,0.9988563060760498
真的不懂打一颗星的人，是感受力有什么问题么…很好奇，如果这个电影的导演不署名舒淇会怎样,negative,0.9999657869338989
我没在那个年代的台湾生活过，没用过绿色的电冰箱，也没有那样的父亲，可是为什么会熟悉得如同梦魇。可能是里面的某场戏我经历过几乎一样的情景，我以为已经忘了，早就可以用开玩笑的语气讲，但那一幕出现我还是忍不住绷直了后背。上大学前，家里也总是堆满了母亲带回家的手工艺品，我和妹妹也是早早学会看母亲的眼色。很多看似狗血的元素出现我都会有点紧张，生怕落俗，好在都克制住了，真实的都是轻轻的。雨夜之后我一直在哭。好私人的电影，喜欢的原因也很私人。这个电影究竟讲了什么呢？只是女孩而已。怎么长大的？不知道，就这样长大了。,positive,0.9999492168426514
😭😭技法什么是可以练习进步的，但这个视角和表达的选择实在太灵太稀缺🥲 就“真诚才是最大本领”❤️‍🔥💞,negative,0.9988654851913452
"【7】“原来你会笑啊，可你怎么连笑起来都那么苦啊…”
直观感受是视听层面做得细腻，环境声和背景音频繁参与叙事，风声、雨声、喧嚣声、无声，满是侯孝贤的影子。
作为导演首作，舒淇罕见地没出现“表达过满”的通病，只是想展示童年的吉光片羽，只是想展示女孩的崎岖来路。不是女性主义，不是抗争出走，不是压抑扭曲，是万般磨难后的忍受和幸存，是从冰冷的深海偶尔探出头呼吸然后再次沉没，直至彼岸
结尾母女重逢，彼此见面后不是控诉或和解，而是相看泪眼后的欲说还休。如此浓烈的情绪下，人就是无法表达和无从说起，但心里都知道时间好可惜，竟错过了彼此这么久",positive,0.9999792575836182
看到很多人都在说电影叙事套路、常见……但我真的不觉得，尤其看到了很多导演的细腻巧思，妈妈和女儿那条线是宿命般的对照，两个女孩则是像镜子一样双生映照。还有很多可以细细品味的意象镜头，很惊喜，很值得回味！希望大家别太苛刻啦，女演员有了话语权当了女导演，就讲女性自己的故事，这真的是一件很棒的事。期待舒淇下一部导演作品。,positive,0.999982476234436
作为舒淇的导演首作，《女孩》已经足够动人。那些属于导演的私人记忆——无论是痛苦或快乐、温柔或脆弱——在她复刻出的80年代美学中，呈现出一种原始而破碎的魅力。透过这部作品，她清晰地表达了自己对电影的立场与态度，也让观众在这份文艺的表达中，看见她对电影艺术的期望与坚持。尽管叙事节奏与戏剧张力仍有提升空间，但这无损于《女孩》作为一部充满个人风格、代表女性视角的电影存在。它安静，却有力量；它柔软，却不退缩。林导演，以后别再为那些已经过去的过往落泪了。你，真的很棒！,positive,0.9998630285263062
一个个暴力的男人摧毁一个个女孩，一个个女人，一个个家庭。那些黑暗的、沉默的、恐惧的，掀起惊涛骇浪，却掩在了女孩平静苍白的面容之下。,positive,0.9991955161094666
舒淇太会用女性视角拍暴力了，没有对准伤口，只拍小丽抠衣柜的手、躲在墙角的背影，却让我们比看到直接的殴打更难受，也是给她们的保护吧，这就是女导演的温柔力量。,positive,0.999811589717865
舒淇女士的审美真好。拍电影，拍出一种味道、气质、情绪、感受，怎么不算成功呢？哭了好几次，似乎所有情节和情绪都理解。,positive,0.891518235206604
作为长片首作已经很好。叙事非常完整，结尾拒绝开放式，落点非常残酷。视听风格非常浪漫，借助风、云、雨、白鸟、木瓜、泥土、河流、密草，托起一个险象环生但丰富的成长世界。中间一度不忍，心想舒淇如此成功怎么还没有抚平伤痛，还是这样看待过去的自己，结尾意识到她所讲的其实是很久之前的、一次疼痛至深的蜕皮。支撑她活过来的，有一份外力是友情，其他都是内在的正直、善良、自尊——这个词现在被改叫配得感了，其实也不是配不配，只是知道自己不该被这样对待，这就是自尊。鼓励舒淇，请继续拍下去！,positive,0.9999738931655884
很喜欢，有侯孝贤和杨德昌的感觉，是舒淇导演的悲情城市、童年往事和南国再见南国，喜欢很多超现实魔幻主义的东西，小女孩的表演很自然很惊艳，当小丽遇见莉莉，电影的色彩才变得明亮了起来，摩托车夜游真的是最温情的一笔，墙洞的后面，密林的后面，那些藏在衣柜后的恐惧，那些想要脱离地面飞翔的瞬间，淋过的雨，都是一生的潮湿。,positive,0.9999845027923584
反对热评说人物没有层次，母亲就很有层次啊，她一边受害，一边给予女儿暴力和期待并行的“爱”，传递了某种痛苦。还有父亲是个老兵的背景设置，怎么能说跟时代背景没有关联。整体来说对家庭中暴力日常的点抓取得非常精准，却又不是洒狗血式的展现，能看出来确实是舒淇真正经历过的生活，提取得非常精炼、克制，五星鼓励。这是一个关于女孩的故事，既是关于“女”也是关于“孩”，本来就是一种历史，一种存在。,positive,0.999981164932251
舒淇真是用了一把温柔刀呀，她用平和的镜头把东亚女性成长中普遍的无形的伤痕赤裸裸的展现出来了，特别值得人反思。,positive,0.9984824061393738
看的我时刻屏住呼吸，生怕下一刻就发生一些让我心痛的事情，还好没有，但所有女生都是这样屏住呼吸长大的。,negative,0.9967542290687561
令人刮目相看的惊喜首作，虽然情节模板略觉陈旧，但胜在敏锐而真诚。影像表达很有想法，妹妹书包里飞出象征自由的红气球、爬行过草丛窥见大人世界、恐惧具象为床帐上酒醉父亲的手掌阴影，母女两代的创伤传导以隐晦而充满暗喻的方式被讲述，比如那个让妹妹困惑的“诶”的称呼。和李莉莉的友谊为她打开了自由的新世界，但出走的决心却来自那个不懂表达爱的母亲。长久的忽视和误解在那句隔着铁门的“妈，你和他离婚好不好”里消失殆尽，那是母女二人第一次感受到彼此真实的心，于是一切随之改变。在那个破茧重生的雨夜，把她赶出家门、让她寄住大姨家是母亲为拯救女儿所能做的最大努力，她注定无法出逃，只能希望那个与他无关的、只属于她自己的大女儿能够逃离泥沼。多年后的林小丽终于明白当时母亲的用心，所有无法言喻的复杂情绪，都在结尾那一碗面里。,positive,0.9999872446060181
"真的恐怖片，要做噩梦了。
半夜想起来真的害怕的流眼泪。（现在是凌晨12点）
如芒在背如坐针毡如鲠在喉
即视感太强了，带入感太强了
我仿佛又回到了那个小城市的小房子
被那个男人，那个家庭的恐怖笼罩
太压抑了，太痛苦了，我无法直视这样的故事，也无法原谅过去，当然我也不想原谅
看到和我的微电影如此相似的片头
不禁回想
到底有多少这样，躲在衣柜里的女孩",negative,0.9976102113723755
谁家庭，谁性别，谁困境，谁童年，谁青春，谁母女，谁自传，谁人生。,negative,0.9997037053108215
小丽偷拿零食、和莉莉逃学的举动，被世人贴上“叛逆”的标签，殊不知这不过是孩子在无助中，对成人世界最笨拙的模仿与试探。,negative,0.7586663365364075
本以为是舒淇的自传式电影，却没想到是两岸三地女孩成长的通感，孤独的，恐惧的，无助的，惊慌失措的，想逃却又舍不掉的。电影的留白很多，成熟的不像导演首作，也的确有几分侯孝贤风味，社会高速发展过程中被抛下的人在辛苦生活中的沉沦，只不过女孩、女人总要承受更多。,positive,0.9999643564224243
母亲换衣服去给小丽送便当，本是想关心女儿，可最后却变成了打骂，她内心太拧巴了，不知道怎么表达，只能用指责的方式，结果把好事办坏，狠狠共情了。,negative,0.9999551773071289
"评论“复刻所有女孩共有记忆”的😅，像抹蛋糕一样，动不动就上升所有，总觉得有种对立的别扭…

影片里镜头都很有意思，尤其是大女儿藏进防尘柜后手印那段，像要穿过屏幕一样，把窒息的超现实感拍了出来。

作为舒淇的处女作，还不错，但感受不到很明显的个人风格，带有一点侯孝贤的影子。",positive,0.9999806880950928
對新演員的表演指導和對生活狀態的捕捉都意外的好，看似old school的故事，內裡是充滿真摯和善意的，而且非常認真地在對待人物（就算是醉酒家暴的父親也沒有被符號化）。余靜萍的攝影和杜哥的聲音都很用心，幫電影加了分。《女孩》是近幾年在戲院看過最喜歡的華語片，推薦！,positive,0.9999808073043823
为了看9m88进场，整体超出预期。这个叙事结构大概率是剧本阶段定下来的，但估计跟足剧本剪出来的结果相当不成熟……因此再次感叹阿叔的剪辑能力…（不是说剪得有多好主要是我很佩服他有地位和能力说服导演，让影片中投射的自我为电影本身让步）（同时也尽量保护了导演的表达）（但如果他们拍得够好自我和电影就不会冲突…但如果拍完直接剪就能成也不会花钱找阿叔去救了吧哈哈哈哈）（尤其是这片里面有几场戏救无可救……）（但这些导演至少肯让步）（也出得起钱…………）,positive,0.9999889135360718
3.5 舍不得给舒淇的作品打低分，整个制作团队，余静萍的摄影，张叔平的剪辑，林强的音乐，几乎是华语文艺片的最高配了。但，整个剧本还是有节奏与编排上的巨大问题，反应出来的是，你可以看到作者，即舒淇的创伤根源，同样也能感受到，即便是在撰写编剧的路途中，她还有很多不敢去直面与刨析的东西。所以，整体的观影是黏糊平淡，但又是极其私人的体验。同样作为闽南文化里长大的孩子，完全能体会她母亲的教育和表达模式，她母亲与她父亲那种关系的纠缠。东亚人对爱的表达方式依旧处于前现代化，而这种代际更迭与差异，往往产生了很多原生家庭的问题，同样也催生了细腻的艺术灵魂。,negative,0.8836108446121216
带着看到N多豆瓣两星的期待值来的，结果居然觉得非常感动，舒淇贡献了一部确有缺点、在这个短视频横行的年代无法向人推荐的、重情绪无甚故事性、但是十分真纯的导演首作，在电影最后，长大的女孩与母亲重逢，她问出的问题，作为观众简直与她一起泪流，因为经过前面无数细微的情绪积累，在你看完片中许多女孩与女人们的生活——她们无论外在看上去如何，事实上都经历着不同的苦难，你可以明显感受到这是舒淇自己、是她本人哭着问的：你知道这些年我是怎么过的吗；能看到多年来舒淇与不少名家合作后汲取了大量养分经验，可运用中略嫌稚拙，在表达力度的分寸上尚且比较缺乏那种高级的“端得住”的能力，不过有些地方处理有想法，比如把从校园角落逃学拍得宛如爱丽丝发现仙境之感挺有意思的；略尽绵力支持的四星 @天山,positive,0.9999849796295166
当男人在家暴女人时，这一次终于看到了作为女性导演，将主镜头对准的是施暴者而不是受害者；整部电影台词不多，剧情推进的高光就那么几个，反而是以氛围将观众带入，我相信舒淇导演更多的是用感性和直觉完成了这部电影，而她的直觉还不错。,positive,0.9904811978340149
闷，非常闷，难以控制的ptsd，电风扇吹不干汗水的质感、每晚醉酒家暴的父亲、动辄得咎的女孩，死亡和离开是虚构的解脱，可现实只是对着汤面流不尽的眼泪。,negative,0.9999383687973022
"今天人事部的姐面完试兴冲冲冲进我们办公室，绘声绘色地向我们我们描绘刚刚面试的刚毕业的男孩是如何西装笔挺、如何看起来白白净净，是如何地重视这次面试的场合，如何地健谈、头脑灵活、阳光开朗，不一会儿几乎所有姐儿们就都加入进来开始附和起来，说年轻男孩如何好，如何眼里有光，全不怯场，和扭扭捏捏的女孩完不一样。就算毕业于不知名大学没有工作经验也是打心眼里十成十的满意，言语间未来的黄金之路已为他铺就展开。


“你就是哭丧着脸才活该没人爱。”
听到这句台词的时候，忽然她们眉飞色舞声情并茂的样子以好笑的蒙太奇方式一般无比生动地再次闪现在我眼前。

回程的时候，莫名很想听蛙池的《孔雀》。

原来我的直觉早已先思绪一步为我筛选出我想说的话：

“行走在乌泱的大街，同样的故事，为我们编写……”",positive,0.9997419714927673
还是女性导演懂女性，暴力场景处理得克制又有力，没有突出伤口却很容易让人共情，这种温柔的保护感，真的很细腻~,positive,0.9999356269836426
跟外来会念经的和尚一起，掉进曾经窥探过的爱丽丝仙境兔子洞，以为最终总要回去的家就再也回不去了。把所有伤痛所有愤怒都报复在“最懂事”最爱自己的女儿身上，当这唯一支点稍微错位，只能自暴自弃，像最伤害自己的父亲一样伤害最爱自己的女儿，“等我过去再哭啦”。也想戒酒重新开始，甚至假装插了几枝塑料花，猜酒拳都努力过只喝清水，现实却逼着人醉，“好人难做啊”。《红气球》从书包飞出，《南国再见》《风柜来的》机车少年和中年，太多侯孝贤的痕迹，就像看到当年的台湾新浪潮被夹生翻炒，虽然说的故事和说的方式极其当代，稍显笨拙，但内核却如此乡愁,negative,0.9981775283813477
看电影前就看到了舒淇的variety采访，真的感叹她一路走来的不容易。这部电影属于舒淇切开自己的伤痛，去照见东亚女性成长中那些看不见的隐痛，这是她对自己的和解，也是送给每一位被困住的东亚女孩的礼物。,positive,0.9999047517776489
这爱喝醉的爹，我以为是我一个人的童年阴影，没想到是所有人的童年阴影，无数人在网络上共鸣着相似的伤痛。,negative,0.9998571872711182
开头的30分钟剪辑还是故事背景交代不足让我看的非常混乱，角色的处境让人感受很压抑…但从小丽问妈妈离婚开始，线索清晰起来，演员也很出色。结尾很棒，真挚感人…,positive,0.9999287128448486
巧合是刚好在几天前看完Scarlett Johansson的导演首作，同样在三大争取到让人羡慕的亮相、分享（绝大多数时候）外界对她们“女明星”的认识；却在首次站于镜头后，有着截然不同的选择。在舒淇这里，她想要讲一个故事——没有那么*绝对*在乎它的可看性或是被理解与否；没有考虑技巧或节奏。却更像片中的“林小丽”，终于鼓足勇气、能够提高音量的呐喊/倾诉/放声哭喊。它或许还有好多瑕疵或者需要打磨，但看完却最想说的是“我听到了/我感受到了”。,positive,0.9996393918991089
太棒了舒导👏一路走来辛苦了！谢谢你带来这么一部真诚、勇敢的电影，让这个世界正视你的才华和能力。期待你的下一部导演作品！,positive,0.9992914199829102
好喜欢。好真诚的电影。慢慢就看进去了，然后就哭了。什么技术，什么分析，去他妈的，真情汹涌嗷。好温柔。,positive,0.9999643564224243
舒淇这电影拍的有点过于真实了，东亚家庭父母真的都是一个样子。。电影里女孩听到喝醉酒回来的父亲，从插钥匙开门的瞬间就开始害怕、紧张，谁懂...瞬间代入了自己,negative,0.642725944519043
没有被好好爱过的女孩是——“我的爸妈没有教过我用卫生巾”，太让人泪目了。,negative,0.9999470710754395
青春期这场大雨真的淋了好久。演员转行做导演的首部作品都会从自身取材拍类似的传记片来修复或者纪念某一部分的自己吗？故事不出挑，但视觉蛮好的，让我们用电视里张菲的话说一句“掌声鼓励鼓励”。,positive,0.9999843835830688
作为首作完全是让人惊艳的作品。整部影片很真实，但很压抑，直到那个烂人死了之前我每一分每一秒都在替影片中的角色恐惧。但是相同的拍摄手法用太多有点视觉疲劳。结尾也有些太短了。,positive,0.999984860420227
实话说很难苛刻和绝对客观的评价这部电影，即使不满意9m88接不住戏，亦或是为了表现对比的几个场景让我感觉既没有做够冲突效果，也没有做好情绪上真正的对比，但还是在小丽受委屈的时候忍不住流泪。很喜欢邱泽的表演。映后活动是舒淇视频接入，本人太美了我的天，美到失语。,positive,0.9999852180480957
舒淇是为了保证大陆的事业，才没让这片报名金马62吧，否则妥妥提名大赢家啊。初次导演，用镜头、剪辑、颜色讲故事，强过一大帮导演了,positive,0.999976634979248
谢谢舒淇。希望世界上有更多的妳。观影过程一直希望邱泽的角色快点死。,positive,0.9998936653137207
舒淇将自己童年的伤痛化作艺术创作的养分。从离家出走的女孩到国际获奖导演，她用实际行动证明：原生家庭不是终点，把自己活成靠山才是答案。,positive,0.999936580657959
又名：我的混账酒鬼父亲与不幸悲哀的母亲。邱泽的混账形象，至今仍很有代表性。20多年前，我一度傻傻分不清男舒琪（影评人、导演）和女舒淇——据说，舒淇之为舒淇，是她的经纪人对男舒琪的恶作剧，如今，女舒淇也有了男舒琪那个导演的头衔。和很多人新人导演一样，舒淇选择了以半自传体的方式来讲述自己的第一个电影故事。林小丽是女孩，妈妈也是女孩，都是被东方伦理东方男权伤害的女孩，因此，也是一个俗套得不能再俗套的原生家庭故事。伤害的真实感，伤害的年代感，伤害的细腻感，也带给这出伤疤展示的真诚与内敛。第一次当导演，就能够对影像语言掌控得比较成熟，是积累，是悟性，也是自觉或不自觉偷师的成果。当年，她在懵懂中一脱成名，之后，她不仅把脱掉的衣服一件件穿回去，更一步步走向成熟与荣耀。这部及格水准的影片，值得加一星鼓励。,negative,0.9994496703147888
女孩，飞吧，要飞到更广阔的另一片天地,positive,0.8921743035316467
真难过啊，那些孤僻、自责、没有表情的上学时，怨恨、痛楚、无所依靠一直到后来的现在，仍然是这样的，永不吹散。hh我没有一个好女朋友。,negative,0.9277355670928955
"好看。是不是每个女孩都问过妈妈，“你为什么不离婚，离开他？”
舒淇导演，请继续拍下去吧。",positive,0.9999644756317139
一次去同学家聊八卦，一次黑暗中的手，那之后就再没有走出过黑暗。她忘了自己是谁，从来没在乎过自己怎么样，哪怕是别人劝她离婚的理由也是为孩子想想。那场黑暗中的大雨本可以让她走出黑暗，但她仍然被困住这黑暗里，被困在这有种丈夫牌位的老房子里。不得不说出走的那段拍得很漂亮，在摩托车后座的翱翔，在河畔森林谈论着刚刚的帅哥，那或许才是女孩本该有的模样。当然在这个段落中夹杂爸爸喝酒的镜头有点把这场戏割碎了。母亲被赶走和母亲赶走女儿那场戏对称得很工整，在大人和小孩的转角，一个被迫成为了大人，而另一个还能保留小孩模样。我们不能苛责他们做不好爸妈，因为他们本就是被迫成为大人的孩子。就像女孩们假扮成年人混进碟厅，装模作样地学抽香烟一样，只不过是假扮成大人的孩子。                 2025-11-3看,negative,0.9998975992202759
很紧凑很真实很动人很好看,negative,0.6054935455322266
年度最佳，真的有拍出上世纪的感觉，并且难得的没有将镜头对准受害者去拍暴行,positive,0.9995280504226685
"我哭的像狗一样
看得到舒淇作为导演的尝试和努力
一路走来真不容易啊
她也爆哭",positive,0.9972891807556152
整体叙事是比较克制留白的，书包里飞出的红气球、通向外界的墙洞、自由的飞鸟，电影里穿插了很多意识流的空镜，是那些激烈、隐忍的被过滤了许多遍的只剩一点平缓的在流淌的情绪,positive,0.9999699592590332
"四星半。其实没有抱太高的期待，觉得只要看到一个完整的、主旨集中的故事就好了，实际是看到一个真实、细腻、用温柔包裹残暴又毫不掩饰粉饰它的、非常精准地表现生活的复杂与无奈的作品。
环境音和极其克制的配乐和所有的室外镜头配合默契，真的把出口的感觉营造了出来。所有的时空交错都有效，感受到导演射出的暖色调的目光。
林导太厉害了，在这部作品之前，我觉得自己不可能对和解理论有一丝认可，是她调松了弦。
演员里最惊喜还是林品彤，到出了演员表才认出的程度，真天才。
正片稍稍渗泪，后劲积攒到王心凌的歌声里喷发。我想这是最完美的观影过程了吧（没有后排手机铃干扰就好了）。
期待后作。",positive,0.9999762773513794
舒淇导演处女作，很惊艳，舒淇能从如此艰难环境中走出并成为大明星，真是很不容易。很期待9m88和舒淇后续的电影作品。,positive,0.9999866485595703
舒淇的首作太成功了！它让我们看见东亚女性成长中的集体伤痛，也让我们学会与过去和解，女性创作者的视角很珍贵，把母女间复杂的情感拍得细腻又真实。,positive,0.9974965453147888
看得好心疼，女孩们， 一代又一代的女孩们……,positive,0.9993294477462769
很细腻的女性视角，舒淇导演，加油。,positive,0.999984860420227
电影以跨越时代的双重视角——两个女性，来呈现原生家庭的创伤，使痛苦成为一种难以言喻的时代气质。在叙事上，露出对侯孝贤的致敬，以一种疏离又深情的镜头语言，描绘出潮湿、压抑的质感，借由对“曼波桥”的重访，完成了个人经验与华语电影历史的连接。《女孩》不仅仅是舒淇的一部半自传式电影，更是舒淇作为演员的敏锐和导演的自觉。,positive,0.9985413551330566
小丽的经历不是夸大虚构，其实正是现在有的孩子生活的缩影，影片告诉他们，有人懂这份伤痛，有人靠自己的力量走出阴影。,negative,0.9964281916618347
夸爆舒淇的导演首作！耗时10多年，镜头细腻有奇幻感，入围三大影展实至名归，影片认真讲东亚女性成长的困境，没有吸眼球，只剩真诚，影片里飘走的气球是对自由的隐喻，也让我们懂女孩要勇敢对抗苦难。,positive,0.9999814033508301
舒淇的导演首作还不错，文艺又有力度，借奇幻镜头打开东亚女孩的成长世界，国际影展的认可实至名归啊，它没有消费苦难，只是认真讲述女性成长里的打压与匮乏，像一个姐姐拥抱大家，治愈人心，舒淇用电影回望创伤，也让我们懂了要和过去的苦难和解。,positive,0.9999792575836182
一部真诚且勇敢的电影。看之前以为「女孩」指的就是小丽，看完意识到，指的同样也是母亲。想到了我的妈妈，每个母亲曾经都是女孩。无比希望小丽好，母亲好，就像希望舒淇一切都好那样,positive,0.9999796152114868
（3.2/5）做为导演首作，既沉稳冷静，又饱含真情，自编自导的故事，克制细腻的手法，讲诉着在时代洪流中，一代代女性在社会家庭中所背负的沉重压力。时代的父权笼罩下，伴随着恐惧、背叛、抛弃成长的脚步，艰难隐忍，无奈与痛惜。影片细节刻画非常成功，深抓人心，满满的对那个时代，那段时光的点滴记忆。不禁让人期待舒淇导演之后的作品,positive,0.9998570680618286
3号厅映后交流，有个男生提问，说全片他最喜欢的是，那几个街头的男孩带着小丽兜风的片段，他觉得青春真好，甚至希望那一段再长一点。而我全片最害怕的场景（之一）是那一段，我怕小丽会被进一步被侵犯、伤害，甚至看到湖水时，我担心小丽会死。幸好。舒淇说，她小时候身边的人都很友善，家之外的地方都是好人。很懂这个点，但还是被同一个镜头给人带来的不同感受吓到了。,positive,0.9999786615371704
